userName,at,score,Sentimen,content
Sri Asih,12/21/2022 9:40,5,positif,Sangat memuaskan
Jumari Susanto,12/21/2022 9:49,4,positif,Cukup Bagus
Atowish Master,12/21/2022 9:49,5,positif,"Dalam transaksi apa pun selalu , Mudah ,cepat ,tanpa ribet"
Hanz Hua,12/21/2022 9:51,5,positif,Mantap....???????ç
Yanto Suyanto,12/21/2022 9:53,5,positif,Mantap
eni Rohaeni,12/21/2022 10:03,5,positif,Mudah sangat membantu
Rifqi Sultoni,12/21/2022 10:05,5,positif,terimakasih telah memberi kami banyak kemudahan dalam bertransaksi
Retno Fendriani,12/21/2022 10:07,5,positif,Keren bangettttt
Saripudin Udin,12/21/2022 10:08,5,positif,Semoga tetap jaya selalu dan sukses selalu wat bank mandiri
R4D3N N00B,12/21/2022 10:08,1,negatif,"Min kenapa pas saya top up ke link aja kok tidak bisa ya,selalu ada tulisan ""transaksi tidak berhasil"""
Maulana Saki,12/21/2022 10:10,1,negatif,"Gajelas banget apknya, transfer ke dana gagal teruss gajelaaa"
fathih AL,12/21/2022 10:11,5,negatif,"harapan kami para pengguna livin by mandir agar aplikasi bisa secepatnya dperbaiki karena masih sering terdapat bug atau kesalahan saat ingin login atau pun ketika ingin melakukan transfer,"
Slamet Raharjo,12/21/2022 10:13,5,positif,Perbankan kerja maksimal sangat membantu kepada nasabah
Yani Shafitri,12/21/2022 10:14,5,positif,Sangat bagus
Andi Kristiono,12/21/2022 10:15,5,positif,Keren
Noes Langkedeng,12/21/2022 10:17,5,positif,Mantap ???ç???ç
pandu marturianto,12/21/2022 10:19,5,positif,Baik
Endang Purnama,12/21/2022 10:21,5,positif,Bagus
Putriana Dyah Ayu,12/21/2022 10:23,4,negatif,Update mulu
Zaenal Rozikin,12/21/2022 10:24,5,positif,Transaksi jd Lebih mudah
siti nurdhiyah,12/21/2022 10:27,5,positif,Sangat suka dengan aplikasi Livin' by mandiri
Rio Febriansyah,12/21/2022 10:27,1,negatif,setiap kali saya ingin top up selalu saja transaksi pembayaran gagal
Sudirman Sultan,12/21/2022 10:29,1,negatif,Tau gini mending gk usah di update.... malah gk bs di akses... tolong di benahi lg aplikasinya secepatnya
Gifhy Ariyadi,12/21/2022 10:29,5,positif,App perbankan terbaik sampai saat ini
Agus Faturrohman,12/21/2022 10:30,3,negatif,Sudah diperbarui malah sering lambat buka aplikasinya
Faiz Alkaf,12/21/2022 10:30,5,positif,top banget
Toni Kurniawan,12/21/2022 10:32,1,negatif,Ampundah eroor
Rano Sinaga,12/21/2022 10:33,5,positif,Livin mantappp
Lapendos Lapendos,12/21/2022 10:34,5,positif,Ok sekali very good
Dannot JP,12/21/2022 10:38,4,negatif,"Mohon untuk Scan Sidik Jari nya diperbaiki, terkadang sering jadi kendala dan harus buat password baru Untuk fitur bayar multi payment diperlengkapi agar mudah melakukan transaksi terimakasih"
HASUAN,12/21/2022 10:42,5,positif,Oke
Sadrakh Abednego Sembiring,12/21/2022 10:50,5,positif,Ok
deon r.s,12/21/2022 10:52,5,positif,Mantap
Nia Suwandi,12/21/2022 10:56,2,negatif,Aneh... udah download n Daftar tapi gk bisa untuk Transaksi transfer ataupun isi Gopay
putra wiryatama,12/21/2022 10:58,4,positif,Kasih bintang 4 aja dlu besok klu puas tambh lg...ok bgt sih sementra ini jd mudah mau transaksi apa aja bisa
M AGUS SUPRIANTO,12/21/2022 11:00,1,negatif,Tolong di perbaiki lagi
Petung Hasan,12/21/2022 11:03,5,positif,Lebih nyaman bertransaksi
aa ateng,12/21/2022 11:06,5,positif,Manap gapke ribt
Muhammad Haidar Al-Latif,12/21/2022 11:07,5,positif,Sangat membantu sekali dlm kemudahan bertransaksi dll
Sutarya Asgar,12/21/2022 11:11,5,positif,Sangat membatu pisan
Amran Qin,12/21/2022 11:16,5,positif,"Sudah bagus, supaya bisa ditingkatkan lagi"
Gunawan Gunawan,12/21/2022 11:19,5,positif,Livin'by Mandiri sanggat memuaskan. dalam berbagai transaksi.???ç???ç???ç???ç
Yanto Widodo,12/21/2022 11:19,1,negatif,Jelek ...
Khaerudin Khaerudin,12/21/2022 11:19,5,positif,Lanjutkan...
Arfandi Pajak,12/21/2022 11:21,5,positif,Sangat membantu ketika atm lagi keluar negri untuk sekolah
SUTOWIDJOJO BANGUN BUMI MENOREH,12/21/2022 11:22,4,positif,Mempermudah bertransaksi diwaktu malam tanpa harus ke ATM bagi saya yang tinggal di pedesaan.
Lendra atmawijaya,12/21/2022 11:23,5,positif,Mantapp
Dandi Pratama,12/21/2022 11:24,5,positif,Sangat memuaskan...???ç
Izal Fahlevi alfath,12/21/2022 11:25,1,negatif,Terlalu sering update
Nur Azizah,12/21/2022 11:29,5,positif,Aplikasi ini sangat membantu dan memudahkan transaksi
Anton Hendrawan,12/21/2022 11:29,1,negatif,Perubahan periode kupon tiba-tiba berubah tanpa pemberitahuan sehingga tiba bisa dipakai. Baru jadi nasabah sudah dikecewakan dengan hal kecil.
Fitri Mayani,12/21/2022 11:31,5,positif,Aplikasi ini sgt membantu ???ç
Anik Hermanto,12/21/2022 11:33,5,positif,Sangat membantu ??ù???ù?
AHS GROUPS (Toko Herbal),12/21/2022 11:33,1,negatif,"Dulu lancar lama2 koq jadi gak bisa dibuka seperti bug, lalu Saya install yang baru 4 s/d 5 kali pakai gak bisa dibuka lagi..ini sudah 3 kali instal ini.. Kalau buat bisnis jadi merepotkan sendiri, Tolong diperbaiki lagi lah..apa sudah gak punya orang IT yang mumpuni ya sekelas Bank MANDIRI Bank Pemerintah bikin malu aja???"
Ayi Atus,12/21/2022 11:36,4,positif,Alhamdulillah semoga livin lebih memudahkan untuk bertransaksi
MUHAMAD RAMDONI DONI,12/21/2022 11:38,5,positif,Mantappp
Sis Wanto,12/21/2022 11:38,5,positif,Fiturnya lengkap. Keren banget. Mudah juga
Al Mira,12/21/2022 11:41,5,positif,Keren
Zaenal Mustopa,12/21/2022 11:42,5,positif,Bagus
Jasilah Buhari,12/21/2022 11:42,1,negatif,Knp gak bisa dibuka
Dini Pebinuari,12/21/2022 11:43,4,negatif,sering gangguan
RENTAL SOUND SYSTEM JAKARTA SELATAN,12/21/2022 11:43,5,positif,Sangat membantu bisnis saya. Sukses selalu Mandiri. Makasih.
Isnaini's Family Channel,12/21/2022 11:46,5,positif,Paling mudan aplikasinya
Saipul Mulyadi,12/21/2022 11:49,4,positif,Is the best
Tesar Kristiana,12/21/2022 11:49,5,positif,Bagus dan bermanfaat sekali
Beape Pancoro,12/21/2022 11:49,5,positif,User friendly
Ahmad Saepullah,12/21/2022 11:51,4,negatif,Agak repot kalau mau stor tunai lewat livin harus milih lokasi kantor cabang yang tersedia di aplikasinya yang sialnya daerah saya karawang belum tersedia di pilihan kantor cabang di dalam aplikasinya gak kaya aplikasi bank kompetitor yang cuma harus masukin nomor hp buat ngirim kode transaksi dan bisa di akses di atm manapun
Herry Sumardi,12/21/2022 11:51,1,negatif,Blom lama update sudah update lagi malah sekarang kagak bisa di update...
Nanda fz,12/21/2022 11:53,3,negatif,banyakk update nya
Charles Purba,12/21/2022 11:56,5,positif,ok banget
Aris Budiono,12/21/2022 11:56,5,negatif,Mohon fasiltisi QRIS dr galeri
Moh Hariyanto,12/21/2022 11:58,5,positif,Ok
Juna Idi,12/21/2022 11:59,5,negatif,Tidak bisa di abdet
Seno Budi Nugroho,12/21/2022 12:04,5,positif,praktis
Novara Andri,12/21/2022 12:05,1,negatif,Ga bisa login nih bang
Komarudin Komarudin,12/21/2022 12:10,5,positif,Teran saksi yg begitu cepat dan ga ribet
Mas AL,12/21/2022 12:11,5,negatif,Lebih ditingkatkan lagi
Achmad Zainudin Annaja,12/21/2022 12:15,3,negatif,Kok manual ketik dana ovo shopie nya gak otomatis lagi
motovlog bang jey212,12/21/2022 12:17,1,negatif,Setelah pembaruan tidak bisa transaksi jirrr kecewa bangett
Iis risnawati,12/21/2022 12:20,5,positif,Bagus
Yulia andriani2002,12/21/2022 12:22,2,negatif,Makin lemot aja nih livin
Rafi Joni,12/21/2022 12:26,5,positif,Sangat membantu Terima kasih Livin'
Siti Vira,12/21/2022 12:29,1,negatif,"Gk jelas ini apk nya tadi mau TF gk bisa Mulu , udh gitu pin saya udh bnr di blng salah jadi terblok deh akhirnya"
Devtwo Nafila,12/21/2022 12:32,5,positif,"Sangat membantu sekali, segala urusan pembayaran dalam genggaman"
Dewi Ari,12/21/2022 12:34,5,negatif,Brhari hari livinku gk bisa d buka????????
Ridwan Setiawandi,12/21/2022 12:34,5,positif,"Simpel, ga ribet, biaya tf lebih hemat ada bi fast nya"
Iwa Kartiwa,12/21/2022 12:38,5,positif,"Sangat membantu, semua ada di livin ???ç???ç???ç"
Ichal 27,12/21/2022 12:41,1,negatif,Ngga ngguna...
Affandi Ndi,12/21/2022 12:43,5,positif,Mudah di gunakan & keamanan terjamin
Ayi Family,12/21/2022 12:45,5,negatif,"Kenapa saya gunakan tidak berhasil terus ya kak, gimana solusinya? Transfer tidak berhasil, sudah clear cache juga padahal Sudah berhasil"
irma azizah,12/21/2022 12:54,1,negatif,Saya sudah 3 hari coba masuk akun lagi tapi ridak bisa. Setelah di perbaharui aplikasinya jadi sangat sangat sangat lelettt...tolong nasib kita yang di luar negeri.
airul meizza,12/21/2022 12:55,5,positif,"Memudahkan transaksi keuangan, dimanapun dan kapanpun"
Himawan 15,12/21/2022 13:00,5,positif,juosssss
Bu Ajun,12/21/2022 13:00,5,positif,Lebih mudah dan tdk mahal
Teksin Fredian78,12/21/2022 13:01,1,negatif,Di kartu nya tidak ada tanggal tetapi harus masukin tanggal nya di aplikasi nya sangat ngecewain jadi tidak bisa masuk ke dalam aplikasi nya ya
Yules Dima,12/21/2022 13:04,5,positif,Bagus sekali
Citra Suju,12/21/2022 13:07,5,positif,Bisa membantu
Lois Pekade,12/21/2022 13:07,5,positif,sangat membantu sekali
gayuh sb,12/21/2022 13:11,1,negatif,Setelah diupdate bukannya bagus malah jadi makin jelek aplikasinya. Sumpah nyesel banget update.
Nur Janah,12/21/2022 13:13,5,positif,sangat membantu
Tasepudin Udin,12/21/2022 13:15,5,positif,Livin sangat membantu mksh bnyak
ST MaR,12/21/2022 13:16,5,positif,Nah setelah update lagi baru bisa top up. Makasih
Ipenk Angga,12/21/2022 13:21,4,positif,Alhamdulillah agak sedikit terbantu
Rahmat Ilahi,12/21/2022 13:25,5,positif,Bagus
Hartono Hartono,12/21/2022 13:27,5,positif,Sungguh nyaman dan aman serta mudah untuk transaksi model apapun. Oke pokoknya.
Kasmudi Yadi,12/21/2022 13:37,5,positif,Transaksi apapun lebih mudah & cepat pakai aplikasi livin ga perlu cari tempat atm.
Rizky Andryansah,12/21/2022 13:37,1,negatif,Halo livin by mandiri Kenapa saya tidak bisa masuk ke aplikasi livin by mandiri Katanya kartu saya ke blokir padahal saya ga pernah salah pin ini gimana ya?
Dasmanta Putra,12/21/2022 13:42,3,positif,Good...
Panji Waskita,12/21/2022 13:43,1,negatif,"Tolong di benahi lagi. Cuma mau verifikasi login aja perlu ke ATM min, ribet lo itu. Belom lagi bagi sebagian orang yang lokasi ATM-nya jauh."
Ady Ady putra,12/21/2022 13:43,1,negatif,Tolong aplikasinya d perbaikin
Rohmah krw,12/21/2022 13:46,1,negatif,"Susah digunakan, kalo malam ngeheng ga bisa masuk mentok.."
May Ibrahim,12/21/2022 13:57,4,positif,Sangat mudah digunakan
Yosevina Blegur,12/21/2022 14:12,1,positif,Livin by mandiri selalu bermanfaat buat sy trimakasi Livin by mandiri
robby utama chanel,12/21/2022 14:14,5,positif,Mantap senang puas
Atem Piyatu,12/21/2022 14:15,5,positif,"Saya sangat puas pakek livin BM, memhemat waktu dan tenaga.."
Hery Kurniawan,12/21/2022 14:24,4,positif,Amazing
Fera Agustina,12/21/2022 14:24,5,negatif,Knp si Livin ini bntr2 minta Update mulu.. Pdhl baru jg diupdate
Ato Armant,12/21/2022 14:25,5,positif,Memudahkan info.
Tika Santika,12/21/2022 14:25,1,negatif,"sekarang aplikasi nya ngeselin anjiirrr ke hapus mau log in lagi pas verifikasi ga bisa suruh ke cabang terdekat , njiiirrr ribet bgt"
Mila Mila,12/21/2022 14:27,5,positif,Sangat bagus dan sangat membantu
Iin Jinianti,12/21/2022 14:36,5,positif,Mudah untuk membantu transaksi
Andy Jhack27,12/21/2022 14:37,3,negatif,Tolong d perbaiki Ko skrg jd susah masuk ...
chandra sawitra,12/21/2022 14:40,5,positif,Aplikasi perbankan yg recomended
Jaka Maul,12/21/2022 14:44,5,positif,saya cukup puas
Indera Deatri,12/21/2022 14:46,1,negatif,Setelah di update yg terbaru malah susah dibukannya...
Puji Mulya123,12/21/2022 14:51,4,positif,Ok
Eko Darmawan,12/21/2022 14:58,5,positif,Lancar
rafika azha,12/21/2022 15:01,5,positif,Mudah digunakan
Pendy Cubuy,12/21/2022 15:03,5,negatif,Kenapa mau transaksi proses belum dapat dilanjutkan?
AryaAdri Wirasena,12/21/2022 15:04,1,negatif,"Baru diapus rating bintang 1 nya, eh kumat lagi, masuk applikasi bru beberapa detik udah keluar sendiri, susah kali mau transaksi,kalian sebenernya mau maju gak sih?Noh dibaca reviewnya anjlok,bnyak komplain yg sama.Udah instal ulang ternyata versi yg baru lebih ribet,pakai verifikasi wajah,blom siap udah main jepret aja,pas gak pakai hijab,heiii balikin livin yg dlu, yg kirim balik sms udah langsung aktif!!! Kudu ke atm lagi utk verifikasi terakhirnya,kalian makin ribetttt!!!"
Rendi Suratno,12/21/2022 15:07,5,positif,Mantap ???ç???ç???ç
frengki sianturi,12/21/2022 15:14,5,positif,Lumayan membantu
Rahman Handoko,12/21/2022 15:16,5,positif,Mantap la pokok ny berteransaksi d livin
Wayan Subagia,12/21/2022 15:19,5,positif,Bagus dan sangat membantu mempermudah layanan
Tri Yono,12/21/2022 15:28,5,positif,Mantap
Abdhan Kurniansah,12/21/2022 15:30,2,negatif,"App tidak bisa dibuka setelah upgrade, tolong segera di perbaiki."
oky burger,12/21/2022 15:35,4,negatif,Tidak bisa di instal ulang
Aswan Sakha,12/21/2022 15:37,1,negatif,Kenapa baru di update malah jadi gak beres.. Isi pulsa gak masuk2.. Dana nya raib ntah ke mana.. Pulsa gak masuk2..
Aten Cc,12/21/2022 15:39,5,positif,Saya suka app ini q
rengga yuri alva,12/21/2022 15:40,5,negatif,"Yuk mandiri,coba lebih Detail lagi atau lebih Memudahkan lagi (Mencari Pembayaran) apapun yang ada di Mandiri."
Awie Ebboy,12/21/2022 15:40,5,positif,Sangat bermanfaat
Intan Zebua,12/21/2022 15:43,1,negatif,Tidak bisa terverifikasi
Indra A P,12/21/2022 15:48,1,negatif,"Aplikasi kok ga guna, gak bisa di pakai, niat develop aplikasi gak ?"
GENDERUWO MALAM,12/21/2022 15:52,4,negatif,"Aku ksh 4,,, klo ada tarik tunai tanpa kartu dengan nominal 50 aku full bintangnya... Kasihan kuli akhir bulan sisa saldo 50 lumayan biat nyambung idup tapi g bisa di pergunakqn."
Rizky Qqq,12/21/2022 15:55,1,negatif,"Hari ini saya tidak bisa transaksi menggunakan livin, ..belum bisa terhubung kami akan mengecek bla..bla....."
M.Aziz Arrasyid,12/21/2022 15:57,5,positif,Ok
Rahmanda Pamungkas,12/21/2022 15:57,1,negatif,"Ribet tolol pake verifikasi muka segala, kamera depan gue lagi rusak. Lagian ngapain dah pake vermuk segala, GAJELAS"
Media Excel & Aplikasi,12/21/2022 16:03,1,negatif,"Semenjak update terakhir, livin jadi gk bisa dibuka min..stak di tampilan muka aja..gk muncul loginnya.."
Abdul Rochim,12/21/2022 16:04,5,positif,Mudah oprasinya
Siti Fathimah,12/21/2022 16:07,5,positif,Bgus
Albi & Raysha Al Farissy,12/21/2022 16:08,5,positif,"Aplikasinya mudah digunakan,dan gak ribet,alhamdulillah selama memakai aplikasi ini lancar2 saja.terimakasih livin by mandiri semoga tambah sukses lg dan tetap amanah ,Aamiin...."
Najwa Boy,12/21/2022 16:11,1,negatif,Sering error
Andik Outsider,12/21/2022 16:16,4,negatif,Update mulu deh
Abdul Mirdamassinegar,12/21/2022 16:16,1,negatif,Tidak bisa transferrrr Banyak gangguan mbangking apaa ini gini
Benhard Tobing,12/21/2022 16:27,5,positif,"Bagus tidak ada masalah ,lancar saja"
Novi Ardi,12/21/2022 16:29,5,positif,"Dengan Livin' by Mandiri membuat saya menjadi lebih mudah, aman dan nyaman dalam melakukan transaksi keuangan"
veriska dita,12/21/2022 16:36,1,negatif,Sering update mulu ribet bgt pas mo makek
firdaus setiawan,12/21/2022 16:38,5,positif,Biar bintang yg bicara
Pebby Putra,12/21/2022 16:39,2,negatif,Livin semakin lama semakin buruk
keliling dunia,12/21/2022 16:41,1,negatif,Habis saya perbarui/update malah sulit masuknya. Kayak tidak conect. Parah bener. Sangat kecewa. Padahal tiap jam harus buka aplikasi ini. Gimana ini????? Cache sudah saya bersihkan berkali kali. Gimna solusinya???????
Mohammad Faisal,12/21/2022 16:42,5,positif,Very good
wildan ibnu Zibal,12/21/2022 16:45,1,negatif,Tetap ada biaya admin dalam transaksi
Daus Dausracing,12/21/2022 16:45,3,positif,Sangat..baik
KUMPULAN VIDEO ML,12/21/2022 16:46,5,positif,Mantap
Ridwan Rukmana,12/21/2022 16:48,5,positif,Okelah
Saiful Umar,12/21/2022 16:50,5,positif,bagus
Hendi Hermansyah,12/21/2022 16:51,5,positif,mantap
Gus Sam,12/21/2022 16:52,4,negatif,Aplikasinya kenapa ga bisa dibuka...cuma muter?? doang
29 Silvia Nensy,12/21/2022 16:54,3,negatif,capek disuruh update terosss
Sayidina Adi,12/21/2022 16:59,5,positif,Ok
Flora Rumbewas,12/21/2022 17:00,5,positif,Saya suka sekali dengan aplikasi Ini ???è??è?????
Nugroho Ari,12/21/2022 17:00,4,positif,Good job
Heru Togatorop,12/21/2022 17:01,5,positif,Mantul
Sri Ningsih,12/21/2022 17:03,2,negatif,Gak jelas livin nih. Baru tgl 11 bulan ini di update. Udh suruh update lagi
dhillah zaneeta,12/21/2022 17:03,5,positif,Performa nya bgus
Ella Julianto,12/21/2022 17:07,1,negatif,Kenapa jadi susah masuknya gk bisa di update tolong dong di perbaiki
teeyon satria,12/21/2022 17:09,1,negatif,keseringan suruh update.. padahal layanan juga sama.
Yajid Bustomi,12/21/2022 17:09,5,positif,sangat bagus
Wowo.arbetran arbetran,12/21/2022 17:10,4,positif,Mantap
Imam Pambudi,12/21/2022 17:10,5,positif,Cakep apk nya sangat membantu
Nana Supriatna,12/21/2022 17:11,5,positif,Sangat bagus
M.Nazwir,12/21/2022 17:12,5,positif,Sangat baik
Dani Gunawan,12/21/2022 17:14,2,negatif,Aplikasi gak jelas update trus padahal sama aja..cari untung trus
Ndot Blackmore,12/21/2022 17:14,1,negatif,mkin rumit
Ridwan Nugraha,12/21/2022 17:14,2,negatif,Udh di update lagi aja
A A,12/21/2022 17:16,5,positif,Memudahkan transaksi
Miptah Nurpalah,12/21/2022 17:19,1,negatif,bukan makin baik malam makin gak jelas
Doni Feliks,12/21/2022 17:20,5,positif,Mantap
Lodia Fatih,12/21/2022 17:21,5,positif,Livin terbaik
Agung Prabowo,12/21/2022 17:22,4,positif,Lumayan
Agus ü??Pdvyü?ù Ardiansyah,12/21/2022 17:22,5,positif,Sangat membantu
bg biring,12/21/2022 17:23,1,negatif,"Setiap 10 hari update trs, ntah apa apa yg d update, klo lbh baik gpp, ini malah lbh ribet, lama kelamaan makin gk jelas mandiri ini, kecewa lh pokok nya"
Gun Anto,12/21/2022 17:26,5,positif,Mandidi sangat mmbantu
Yann 22,12/21/2022 17:26,5,positif,Terimakasih
Hasby Albany,12/21/2022 17:27,1,negatif,Gak bisa update
Mahany Assagaf,12/21/2022 17:28,5,positif,Bagus puas
Soleh Udin,12/21/2022 17:29,5,positif,Siip livin ok
ratna mahastuti,12/21/2022 17:31,4,negatif,saran buat laporan mutasinya ga bisa diklik untuk lihat keterangan transaksi apa.
Suriady Sambas,12/21/2022 17:31,1,negatif,Livin gak jls transaksi di persulit gak jls
Pak Alexander,12/21/2022 17:32,4,negatif,Tamba ribet aja mandiri..
Agung Sawalludin,12/21/2022 17:36,1,negatif,mau update aj pake dipaksa
Kamong Gap,12/21/2022 17:38,5,positif,Semoga selalu lancar tiap transaksi biar kita nasabah betah pakai livin
UP Kotaku Kolaka,12/21/2022 17:40,4,positif,Memudahkan untuk transaksi via online..
Gindo Sinaga,12/21/2022 17:43,1,negatif,Update terus. Melelahkan
Mahendra Putra sinaga,12/21/2022 17:44,5,positif,Sangat banyak membantu
Ruslan Ruslan,12/21/2022 17:47,5,positif,Bagus nyaman
Teras Kencana,12/21/2022 17:48,5,positif,Good
Rio Febrian,12/21/2022 17:50,5,positif,Aman dan tidak ada kendala ???ç???ç???ç
dani khumaris,12/21/2022 17:57,3,positif,Ok
Rubby Febriananda Nugraha,12/21/2022 17:59,1,negatif,"Update ngulang terus, 100% balik lagi... Klo gk niat update jngn suruh update bikin nasabah kecewa aj"
Fitri Swastika,12/21/2022 18:00,3,negatif,Terlalu sering pembaruan
Dineu febrianeu,12/21/2022 18:01,1,negatif,Udh 100% tapi gabisa memasang
Adihardiansyah Adi,12/21/2022 18:04,1,negatif,"Ini apaan sih apk nya, kok setelah di update tiba2 kartu terblokir, pokoknya kecewa bangat sama apk nya."
Yosi Prianti,12/21/2022 18:05,1,negatif,Up date truss nonok
M Maman,12/21/2022 18:06,5,positif,Sangat berguna
paul _uus,12/21/2022 18:07,5,positif,Bagus
Riki Irawan,12/21/2022 18:07,1,negatif,Kenapa setelah di upgrede tidak bisa melakukan transaksi ke bank lain min?
Jhon hendri Putrawan,12/21/2022 18:15,1,negatif,Eror terus
Jahid rival Rival,12/21/2022 18:18,5,positif,Ok sekali membantu
Unggul Sambowoaji,12/21/2022 18:22,1,negatif,"Saya kecewa dg mandiri, berkali kali up grade. Sprti tdk punya programer handal utk jangka waktu panjang. Sperti pola pikir sesaat tp di luncurkan. Hallo mandiri..."
Siti musrifah Imus,12/21/2022 18:23,5,positif,Tks LIVIN sangat memudahkan saya untuk bertransaksi kapan pun dan di mana pun saya berada.
Arif Maulana,12/21/2022 18:28,5,positif,Enk lebih cepet
Ali Murtando,12/21/2022 18:30,5,positif,"Akhirnya berhasil update, Livin makin mantab, terima kasih Livin"
Ainur Ustiawan,12/21/2022 18:34,5,positif,Membntu
Rudy Surya,12/21/2022 18:35,5,positif,"Livin by mandiri aplikasi bagus,sangat membantu"
Anisha Nur Aini Zain,12/21/2022 18:36,1,negatif,"Minta update an terus Padahal fitur yg dipakek ya itu"" aja Kalau lagi butuh buat tf malah minta update an dan gabisa dibuka"
Syamsul Arifin,12/21/2022 18:44,1,negatif,Suruh update...! Giliran di update muterrrrr trus
Agus Sodikin,12/21/2022 18:49,5,positif,Mantaplah
aris mulyono,12/21/2022 18:51,2,negatif,Apk'nya lemot banget mana minta update terus ????
Lasmarolop Lasmarolop,12/21/2022 18:52,5,positif,Bagus
Bindo Labisa,12/21/2022 18:52,1,negatif,"Bentar2 harus update,,,bosen"
Bai Subhi,12/21/2022 18:58,5,positif,Bagus
pito siswosutaryo,12/21/2022 19:02,5,positif,Easy live
wan syamsul,12/21/2022 19:03,5,positif,"Livin by mandiri sangat membatu kita dalam proses apa pun..,,Mantapp... Sukses lalu mandiriku.."
Avin Rdgz,12/21/2022 19:03,1,negatif,"Gejalas, setiap hari aja ada update an.. biar puas"
Nasytul Fahmi,12/21/2022 19:03,1,negatif,"Taekk, mari apdet malah ga iso login....."
Wahyu Pratama,12/21/2022 19:05,1,negatif,Livin aneh liat nmr rekening kita aja susah taikkk
Andika Agung,12/21/2022 19:05,4,negatif,Kasih bintang empat dulu livin yg baru susah di akses
Amelia Prihatin,12/21/2022 19:05,1,negatif,"kecewa login gabisa ,di bilang data tidak sesuai padal sudah pernah login sebelum nya,dan di tambah sudah selesai bayar pakai QR ,saldo terpotong namun pembayaran belum berhasil(gagal) parah mohon di perbaiki setelah update sekarang livin susah untuk login ,"
Awal Priyono,12/21/2022 19:07,5,negatif,proses login agak lama
Rahmat hidayat,12/21/2022 19:09,1,negatif,Stelah update ga bisa masuk
Fascal Akbar,12/21/2022 19:10,1,negatif,Aplikasi terjelek . Gangguan melulu .
Patris Seran,12/21/2022 19:12,1,negatif,Kenapa livin saya tidak bisa untuk transfer ya ? Padahal baru selesai di upgrade. Kecewa banget..
Geby Casper,12/21/2022 19:19,3,negatif,Setelah update lagi kok sering gangguan padahal jaringan bagus ????
Ulfatun Hasana,12/21/2022 19:34,1,negatif,"Suruh update trus lgi dibutuhin juga bner"""
Nanda Permana,12/21/2022 19:40,1,negatif,Abis di update malah gak bisa login gimana lah maksudnya
Vina Nurlatifah,12/21/2022 19:59,1,negatif,"Saya sudah clear chace tapi ketika login tetap belum berhasil terus menerus setelah saya update livin kuning tsb. Saya membutuhkan transaksi segera tapi kenapa tidak bisa digunakan padahal tadi sebelum saya update, saya bisa login seperti biasa. Ini setelah di update malah tidak bisa masuk. Saya sudah restart HP juga tidak berpengaruh."
Maman Coslet,12/21/2022 20:07,5,positif,Bagus mantap mudah
Bung Karno,12/21/2022 20:38,5,positif,Mandiri oke
Moh.hasyim Muzadi,12/21/2022 20:40,5,positif,Best
Bowo Bowo,12/21/2022 20:40,5,positif,Luar biasa membantu
Ihwan Hasani,12/21/2022 20:40,1,negatif,Baru update udah minta update lagi .. hadeeeuh.. admin lawak
Saripudin,12/21/2022 20:45,5,positif,"Sangat bagus, sangat membantu"
junaidi Sahrul,12/21/2022 20:59,2,negatif,desember 2022 susah di update
Ion Apung,12/21/2022 21:09,2,negatif,"Update terus setiap saat, bingung nih apk... Msh ada space ram,tp muter terus,pandahal WiFi dan data selular full ..parah nih Livin"
Martono Tiktok,12/21/2022 21:09,5,positif,Sangat baik
Agus Joko,12/21/2022 21:16,5,positif,Sangat membantu sekali..???ç???ç
firhan the popeye,12/21/2022 21:25,1,negatif,Jadi susah dibuka setelah diupdate
Marvelo Makalew,12/21/2022 21:26,5,positif,Baik
Lina Jaya,12/21/2022 21:33,5,positif,Terimakasih.. Apk ini sangat membantu saya bertransaksi...???ç???ç???ç
Rahmat Sagandi,12/21/2022 21:37,3,positif,Okelah
Chelsy kotan,12/21/2022 21:39,1,negatif,Harus update terbaru terus????????????
cho lifah,12/21/2022 21:39,2,negatif,Terlalu sering update
Danz doank,12/21/2022 21:40,5,positif,Okkk
Wanwan Ch,12/21/2022 21:42,5,negatif,"Sanagt tidak membantu berkali kali membuat pin baru hasilnya selalu pin tidak bisa disimpan mohon mencoba beberapa saat lagi , , admin tolong donk di bantu bagaimana ini penyelesaian nya"
Agus Timan,12/21/2022 21:50,5,positif,"Ok, sangat ???ç"
Tony Ashari,12/21/2022 21:56,5,positif,Sangat mbantu
Nanda Nadin,12/21/2022 21:57,3,negatif,Livin harus update terbaru melulu.klo gk update ngk bisa di gunain..kadang udh update harus daftar ulang lagi????
Ai Nurcahyati,12/21/2022 21:59,5,positif,Ok
nila shanty,12/21/2022 22:00,4,positif,Mandiri the best
raisya zahra,12/21/2022 22:00,3,positif,dbest bt livin by mandri semua jd lebih mudah.
Wawan Nurawan,12/21/2022 22:00,5,positif,Good job
Lilyana Rihardini,12/21/2022 22:00,5,positif,"Aq tuh sudah jadi nasabah mandiri sejak 2009, aq puas bgt sm pelayanan bank mandiri dalam hal aplikasi. Aksesnya mudah banget, aplg skrg jd makin lbh mudah klo slh password. Prnh sekali salah password 3 x berturut2 krna hp error. Gag perlu k cs klo mw reset ulang password, jd bs sndiri pake email qta . Trus aq suka fitur aplikasi ini lengkap dan mudah bgt dgunakan. Blm lg nominal transfernya bs diatas 50jt sehari utk sesama mandiri ataupun antar bank.pokoknya keren bgt deh ??ù???ù?"
